HKL	          d	    F^2	  M	
[5,-3,11]	 0.67172	 2525.40	  12
[5,3,11]	 0.67172	 2843.79	  12
[-3,5,-11]	 0.67172	 2525.40	  12
[3,-5,11]	 0.67172	 2525.40	  12
[-4,0,-16]	 0.67097	 9568.72	   6
[0,-4,16]	 0.67097	 9568.72	   6
[0,4,-16]	 0.67097	 9568.72	   6
[4,0,16]	 0.67097	 9568.72	   6
[-6,1,-10]	 0.67050	  142.32	  12
[6,-1,10]	 0.67050	  142.32	  12
[-1,-6,-10]	 0.67050	 9124.25	  12
[-1,6,-10]	 0.67050	  142.32	  12
[1,-6,10]	 0.67050	  142.32	  12
[1,6,10]	 0.67050	 9124.25	  12
[-6,-1,10]	 0.67050	 9124.25	  12
[6,1,-10]	 0.67050	 9124.25	  12
[-7,1,-2]	 0.66969	  817.14	  12
[-5,5,2]	 0.66969	   73.12	   6
[-1,7,-2]	 0.66969	  817.14	  12
[1,-7,2]	 0.66969	  817.14	  12
[5,-5,-2]	 0.66969	   73.12	   6
[7,-1,2]	 0.66969	  817.14	  12
[-7,0,-4]	 0.66569	24161.21	   6
[0,-7,4]	 0.66569	24161.21	   6
[0,7,-4]	 0.66569	24161.21	   6
[7,0,4] 	 0.66569	24161.21	   6
[-5,-5,-3]	 0.66529	  402.72	  12
[-5,-5,3]	 0.66529	  402.72	  12
[5,5,-3]	 0.66529	  402.72	  12
[5,5,3] 	 0.66529	  402.72	  12
[-7,-1,-3]	 0.66529	 1058.71	  12
[-7,-1,3]	 0.66529	 1058.71	  12
[-1,-7,-3]	 0.66529	 1058.71	  12
[-1,-7,3]	 0.66529	 1058.71	  12
[1,7,-3]	 0.66529	 1058.71	  12
[1,7,3] 	 0.66529	 1058.71	  12
[7,1,-3]	 0.66529	 1058.71	  12
[7,1,3] 	 0.66529	 1058.71	  12
[-5,0,-14]	 0.66473	  248.32	   6
[-3,-4,-14]	 0.66473	15959.66	  12
[3,4,14]	 0.66473	15959.66	  12
[5,0,14]	 0.66473	  248.32	   6
[0,-5,14]	 0.66473	  248.32	   6
[0,5,-14]	 0.66473	  248.32	   6
[-4,-3,14]	 0.66473	15959.66	  12
[-4,3,14]	 0.66473	 5504.75	  12
[-3,4,14]	 0.66473	 5504.75	  12
[3,-4,-14]	 0.66473	 5504.75	  12
[4,-3,-14]	 0.66473	 5504.75	  12
[4,3,-14]	 0.66473	15959.66	  12
[-4,-4,-12]	 0.66457	   83.90	  12
[4,4,12]	 0.66457	   83.90	  12
[-4,-4,12]	 0.66457	   83.90	  12
[4,4,-12]	 0.66457	   83.90	  12
[-4,1,16]	 0.66441	 4154.33	  12
[-1,4,16]	 0.66441	 4154.33	  12
[1,-4,-16]	 0.66441	 4154.33	  12
[4,-1,-16]	 0.66441	 4154.33	  12
[-2,-2,-18]	 0.66361	   62.60	  12
[2,2,18]	 0.66361	   62.60	  12
[-2,-2,18]	 0.66361	   62.60	  12
[2,2,-18]	 0.66361	   62.60	  12
[-5,2,-13]	 0.66229	  368.45	  12
[5,-2,13]	 0.66229	  368.45	  12
[-2,5,-13]	 0.66229	  368.45	  12
[2,-5,13]	 0.66229	  368.45	  12
[-2,-3,-17]	 0.66166	  368.45	  12
[2,3,17]	 0.66166	  368.45	  12
[-3,-2,17]	 0.66166	  368.45	  12
[-3,2,-17]	 0.66166	  253.04	  12
[-2,3,-17]	 0.66166	  253.04	  12
[2,-3,17]	 0.66166	  253.04	  12
[3,-2,17]	 0.66166	  253.04	  12
[3,2,-17]	 0.66166	  368.45	  12
[-5,4,-9]	 0.66105	14864.71	  12
[-4,5,-9]	 0.66105	14864.71	  12
[-4,5,9]	 0.66105	14864.71	  12
[4,-5,-9]	 0.66105	14864.71	  12
[4,-5,9]	 0.66105	14864.71	  12
[5,-4,9]	 0.66105	14864.71	  12
[-5,4,9]	 0.66105	14864.71	  12
[5,-4,-9]	 0.66105	14864.71	  12
[-6,-4,1]	 0.65935	  270.82	  12
[-4,-6,-1]	 0.65935	  270.82	  12
[4,6,1] 	 0.65935	  270.82	  12
[6,4,-1]	 0.65935	  270.82	  12
[-4,6,-1]	 0.65935	 4234.90	  12
[4,-6,1]	 0.65935	 4234.90	  12
[-6,4,-1]	 0.65935	 4234.90	  12
[6,-4,1]	 0.65935	 4234.90	  12
[-7,1,4]	 0.65928	 6210.36	  12
[-1,7,4]	 0.65928	 6210.36	  12
[1,-7,-4]	 0.65928	 6210.36	  12
[7,-1,-4]	 0.65928	 6210.36	  12
[-5,5,-4]	 0.65928	  339.30	   6
[5,-5,4]	 0.65928	  339.30	   6
[-1,-5,-14]	 0.65834	   29.83	  12
[1,5,14]	 0.65834	   29.83	  12
[-5,-1,14]	 0.65834	   29.83	  12
[5,1,-14]	 0.65834	   29.83	  12
[-3,0,-18]	 0.65726	 6606.96	   6
[-3,0,18]	 0.65726	 6606.96	   6
[0,-3,-18]	 0.65726	 6606.96	   6
[0,-3,18]	 0.65726	 6606.96	   6
[0,3,-18]	 0.65726	 6606.96	   6
[0,3,18]	 0.65726	 6606.96	   6
[3,0,-18]	 0.65726	 6606.96	   6
[3,0,18]	 0.65726	 6606.96	   6
[-6,-4,-2]	 0.65682	 2085.18	  12
[6,4,2] 	 0.65682	 2085.18	  12
[-4,-6,2]	 0.65682	 2085.18	  12
[-4,6,2]	 0.65682	  108.76	  12
[4,-6,-2]	 0.65682	  108.76	  12
[4,6,-2]	 0.65682	 2085.18	  12
[-6,4,2]	 0.65682	  108.76	  12
[6,-4,-2]	 0.65682	  108.76	  12
[-7,2,0]	 0.65395	 1494.54	  12
[7,-2,0]	 0.65395	 1494.54	  12
[-2,7,0]	 0.65395	 1494.54	  12
[2,-7,0]	 0.65395	 1494.54	  12
[-7,-2,1]	 0.65312	 4210.10	  12
[-2,-7,-1]	 0.65312	 4210.10	  12
[2,7,1] 	 0.65312	 4210.10	  12
[7,2,-1]	 0.65312	 4210.10	  12
[-6,-1,-11]	 0.65251	 1601.75	  12
[-1,-6,11]	 0.65251	 1601.75	  12
[-1,6,11]	 0.65251	 7368.34	  12
[1,-6,-11]	 0.65251	 7368.34	  12
[1,6,-11]	 0.65251	 1601.75	  12
[6,1,11]	 0.65251	 1601.75	  12
[-6,1,11]	 0.65251	 7368.34	  12
[6,-1,-11]	 0.65251	 7368.34	  12
[-7,1,-5]	 0.65177	 2447.26	  12
[-1,7,-5]	 0.65177	 2447.26	  12
[1,-7,5]	 0.65177	 2447.26	  12
[7,-1,5]	 0.65177	 2447.26	  12
[-6,-2,-10]	 0.65140	 1546.45	  12
[-2,-6,10]	 0.65140	 1546.45	  12
[2,6,-10]	 0.65140	 1546.45	  12
[6,2,10]	 0.65140	 1546.45	  12
[-2,6,10]	 0.65140	 1351.56	  12
[2,-6,-10]	 0.65140	 1351.56	  12
[-6,2,10]	 0.65140	 1351.56	  12
[6,-2,-10]	 0.65140	 1351.56	  12
[-2,-1,-19]	 0.65131	 1734.38	  12
[-1,-2,19]	 0.65131	 1734.38	  12
[1,2,-19]	 0.65131	 1734.38	  12
[2,1,19]	 0.65131	 1734.38	  12
[-7,-2,-2]	 0.65066	  108.18	  12
[-2,-7,2]	 0.65066	  108.18	  12
[2,7,-2]	 0.65066	  108.18	  12
[7,2,2] 	 0.65066	  108.18	  12
[-6,-4,4]	 0.64699	15256.39	  12
[-4,-6,-4]	 0.64699	15256.39	  12
[-4,6,-4]	 0.64699	  977.82	  12
[4,-6,4]	 0.64699	  977.82	  12
[4,6,4] 	 0.64699	15256.39	  12
[6,4,-4]	 0.64699	15256.39	  12
[-6,4,-4]	 0.64699	  977.82	  12
[6,-4,4]	 0.64699	  977.82	  12
[-7,2,-3]	 0.64662	 1368.98	  12
[-7,2,3]	 0.64662	 1368.98	  12
[-2,7,-3]	 0.64662	 1368.98	  12
[-2,7,3]	 0.64662	 1368.98	  12
[2,-7,-3]	 0.64662	 1368.98	  12
[2,-7,3]	 0.64662	 1368.98	  12
[7,-2,-3]	 0.64662	 1368.98	  12
[7,-2,3]	 0.64662	 1368.98	  12
[-4,-2,16]	 0.64581	  585.26	  12
[-2,-4,-16]	 0.64581	  585.26	  12
[2,4,16]	 0.64581	  585.26	  12
[4,2,-16]	 0.64581	  585.26	  12
[-5,-4,-10]	 0.64538	  100.91	  12
[5,4,10]	 0.64538	  100.91	  12
[-4,-5,10]	 0.64538	  100.91	  12
[4,5,-10]	 0.64538	  100.91	  12
[-1,0,20]	 0.64392	 3633.70	   6
[0,-1,-20]	 0.64392	 3633.70	   6
[0,1,20]	 0.64392	 3633.70	   6
[1,0,-20]	 0.64392	 3633.70	   6
[-5,-5,-6]	 0.64294	  783.31	  12
[-5,-5,6]	 0.64294	  783.31	  12
[5,5,-6]	 0.64294	  783.31	  12
[5,5,6] 	 0.64294	  783.31	  12
[-7,-1,-6]	 0.64294	  119.63	  12
[-7,-1,6]	 0.64294	  119.63	  12
[-1,-7,-6]	 0.64294	  119.63	  12
[-1,-7,6]	 0.64294	  119.63	  12
[1,7,-6]	 0.64294	  119.63	  12
[1,7,6] 	 0.64294	  119.63	  12
[7,1,-6]	 0.64294	  119.63	  12
[7,1,6] 	 0.64294	  119.63	  12
[-7,-2,4]	 0.64109	  973.31	  12
[-2,-7,-4]	 0.64109	  973.31	  12
[2,7,4] 	 0.64109	  973.31	  12
[7,2,-4]	 0.64109	  973.31	  12
[-5,2,14]	 0.64023	   94.68	  12
[-2,5,14]	 0.64023	   94.68	  12
[2,-5,-14]	 0.64023	   94.68	  12
[5,-2,-14]	 0.64023	   94.68	  12
[-6,0,-12]	 0.64009	 2731.78	   6
[6,0,12]	 0.64009	 2731.78	   6
[0,-6,-12]	 0.64009	 2731.78	   6
[0,-6,12]	 0.64009	 2731.78	   6
[0,6,-12]	 0.64009	 2731.78	   6
[0,6,12]	 0.64009	 2731.78	   6
[-6,0,12]	 0.64009	 2731.78	   6
[6,0,-12]	 0.64009	 2731.78	   6
[-6,-4,-5]	 0.63989	  413.77	  12
[6,4,5] 	 0.63989	  413.77	  12
[-4,-6,5]	 0.63989	  413.77	  12
[4,6,-5]	 0.63989	  413.77	  12
[-6,4,5]	 0.63989	 6470.35	  12
[-4,6,5]	 0.63989	 6470.35	  12
[4,-6,-5]	 0.63989	 6470.35	  12
[6,-4,-5]	 0.63989	 6470.35	  12
[-1,1,-20]	 0.63811	 3633.70	   6
[1,-1,20]	 0.63811	 3633.70	   6
[-4,1,-17]	 0.63749	  126.89	  12
[-1,4,-17]	 0.63749	  126.89	  12
[1,-4,17]	 0.63749	  126.89	  12
[4,-1,17]	 0.63749	  126.89	  12
[-6,-3,-9]	 0.63695	  281.65	  12
[-6,3,-9]	 0.63695	   36.73	  12
[-3,-6,-9]	 0.63695	  281.65	  12
[3,6,9] 	 0.63695	  281.65	  12
[6,-3,9]	 0.63695	   36.73	  12
[6,3,9] 	 0.63695	  281.65	  12
[-6,-3,9]	 0.63695	  281.65	  12
[-6,3,9]	 0.63695	   36.73	  12
[-3,-6,9]	 0.63695	  281.65	  12
[-3,6,-9]	 0.63695	   36.73	  12
[-3,6,9]	 0.63695	   36.73	  12
[3,-6,-9]	 0.63695	   36.73	  12
[3,-6,9]	 0.63695	   36.73	  12
[3,6,-9]	 0.63695	  281.65	  12
[6,-3,-9]	 0.63695	   36.73	  12
[6,3,-9]	 0.63695	  281.65	  12
[-5,1,-15]	 0.63514	22711.26	  12
[5,-1,15]	 0.63514	22711.26	  12
[-5,1,15]	 0.63514	22711.26	  12
[-1,5,-15]	 0.63514	22711.26	  12
[-1,5,15]	 0.63514	22711.26	  12
[1,-5,-15]	 0.63514	22711.26	  12
[1,-5,15]	 0.63514	22711.26	  12
[5,-1,-15]	 0.63514	22711.26	  12
[-6,2,-11]	 0.63487	 4234.90	  12
[-2,-6,-11]	 0.63487	 9510.23	  12
[-2,6,-11]	 0.63487	 4234.90	  12
[2,-6,11]	 0.63487	 4234.90	  12
[2,6,11]	 0.63487	 9510.23	  12
[6,-2,11]	 0.63487	 4234.90	  12
[-6,-2,11]	 0.63487	 9510.23	  12
[6,2,-11]	 0.63487	 9510.23	  12
[-7,-2,-5]	 0.63419	 6432.47	  12
[-2,-7,5]	 0.63419	 6432.47	  12
[2,7,-5]	 0.63419	 6432.47	  12
[7,2,5] 	 0.63419	 6432.47	  12
[-7,1,7]	 0.63295	  233.69	  12
[-1,7,7]	 0.63295	  233.69	  12
[1,-7,-7]	 0.63295	  233.69	  12
[7,-1,-7]	 0.63295	  233.69	  12
[-3,-5,-13]	 0.63240	  414.90	  12
[3,5,13]	 0.63240	  414.90	  12
[-5,3,13]	 0.63240	  368.45	  12
[5,-3,-13]	 0.63240	  368.45	  12
[-5,-3,13]	 0.63240	  414.90	  12
[-3,5,13]	 0.63240	  368.45	  12
[3,-5,-13]	 0.63240	  368.45	  12
[5,3,-13]	 0.63240	  414.90	  12
[-4,-5,-11]	 0.62930	 9711.53	  12
[4,5,11]	 0.62930	 9711.53	  12
[-5,-4,11]	 0.62930	 9711.53	  12
[5,4,-11]	 0.62930	 9711.53	  12
[-7,0,8]	 0.62737	 3965.98	   6
[0,-7,-8]	 0.62737	 3965.98	   6
[0,7,8] 	 0.62737	 3965.98	   6
[7,0,-8]	 0.62737	 3965.98	   6
[-2,0,-20]	 0.62695	   27.43	   6
[2,0,20]	 0.62695	   27.43	   6
[0,-2,20]	 0.62695	   27.43	   6
[0,2,-20]	 0.62695	   27.43	   6
[-7,2,-6]	 0.62604	 1109.21	  12
[-7,2,6]	 0.62604	 1109.21	  12
[-2,7,-6]	 0.62604	 1109.21	  12
[-2,7,6]	 0.62604	 1109.21	  12
[2,-7,-6]	 0.62604	 1109.21	  12
[2,-7,6]	 0.62604	 1109.21	  12
[7,-2,-6]	 0.62604	 1109.21	  12
[7,-2,6]	 0.62604	 1109.21	  12
[-3,-7,1]	 0.62440	   35.11	  12
[3,7,-1]	 0.62440	   35.11	  12
[-7,-3,-1]	 0.62440	   35.11	  12
[-7,3,-1]	 0.62440	  275.28	  12
[-3,7,-1]	 0.62440	  275.28	  12
[3,-7,1]	 0.62440	  275.28	  12
[7,-3,1]	 0.62440	  275.28	  12
[7,3,1] 	 0.62440	   35.11	  12
[-4,4,-14]	 0.62354	11569.09	   6
[4,-4,14]	 0.62354	11569.09	   6
[-3,1,-19]	 0.62282	 1734.38	  12
[-1,-3,-19]	 0.62282	  869.69	  12
[1,3,19]	 0.62282	  869.69	  12
[3,-1,19]	 0.62282	 1734.38	  12
[-3,-1,19]	 0.62282	  869.69	  12
[-1,3,-19]	 0.62282	 1734.38	  12
[1,-3,19]	 0.62282	 1734.38	  12
[3,1,-19]	 0.62282	  869.69	  12
[-3,-7,-2]	 0.62225	 3867.64	  12
[3,7,2] 	 0.62225	 3867.64	  12
[-7,-3,2]	 0.62225	 3867.64	  12
[-7,3,2]	 0.62225	 2090.51	  12
[-3,7,2]	 0.62225	 2090.51	  12
[3,-7,-2]	 0.62225	 2090.51	  12
[7,-3,-2]	 0.62225	 2090.51	  12
[7,3,-2]	 0.62225	 3867.64	  12
[-6,-4,7]	 0.62205	   39.51	  12
[-4,-6,-7]	 0.62205	   39.51	  12
[4,6,7] 	 0.62205	   39.51	  12
[6,4,-7]	 0.62205	   39.51	  12
[-4,6,-7]	 0.62205	  617.86	  12
[4,-6,7]	 0.62205	  617.86	  12
[-6,4,-7]	 0.62205	  617.86	  12
[6,-4,7]	 0.62205	  617.86	  12
[-7,1,-8]	 0.62199	 1136.02	  12
[-5,5,8]	 0.62199	   11.78	   6
[-1,7,-8]	 0.62199	 1136.02	  12
[1,-7,8]	 0.62199	 1136.02	  12
[5,-5,-8]	 0.62199	   11.78	   6
[7,-1,8]	 0.62199	 1136.02	  12
[-2,-1,20]	 0.62158	  611.38	  12
[-1,-2,-20]	 0.62158	  611.38	  12
[1,2,20]	 0.62158	  611.38	  12
[2,1,-20]	 0.62158	  611.38	  12
[-4,-2,-17]	 0.62101	  617.86	  12
[4,2,17]	 0.62101	  617.86	  12
[-2,-4,17]	 0.62101	  617.86	  12
[2,4,-17]	 0.62101	  617.86	  12
[-5,-2,-15]	 0.61883	14336.18	  12
[-2,-5,-15]	 0.61883	14336.18	  12
[2,5,15]	 0.61883	14336.18	  12
[5,2,15]	 0.61883	14336.18	  12
[-5,-2,15]	 0.61883	14336.18	  12
[-2,-5,15]	 0.61883	14336.18	  12
[2,5,-15]	 0.61883	14336.18	  12
[5,2,-15]	 0.61883	14336.18	  12
[-4,-3,-16]	 0.61800	13593.62	  12
[-4,3,-16]	 0.61800	 4154.33	  12
[-3,4,-16]	 0.61800	 4154.33	  12
[0,-5,-16]	 0.61800	  650.15	   6
[0,5,16]	 0.61800	  650.15	   6
[3,-4,16]	 0.61800	 4154.33	  12
[4,-3,16]	 0.61800	 4154.33	  12
[4,3,16]	 0.61800	13593.62	  12
[-5,0,16]	 0.61800	  650.15	   6
[-3,-4,16]	 0.61800	13593.62	  12
[3,4,-16]	 0.61800	13593.62	  12
[5,0,-16]	 0.61800	  650.15	   6
[-7,-2,7]	 0.61681	  614.25	  12
[-2,-7,-7]	 0.61681	  614.25	  12
[2,7,7] 	 0.61681	  614.25	  12
[7,2,-7]	 0.61681	  614.25	  12
[-6,1,-13]	 0.61630	 1075.03	  12
[-1,-6,-13]	 0.61630	  233.69	  12
[-1,6,-13]	 0.61630	 1075.03	  12
[1,-6,13]	 0.61630	 1075.03	  12
[1,6,13]	 0.61630	  233.69	  12
[6,-1,13]	 0.61630	 1075.03	  12
[-6,-1,13]	 0.61630	  233.69	  12
[6,1,-13]	 0.61630	  233.69	  12
[-7,-3,-4]	 0.61387	27816.88	  12
[-7,3,-4]	 0.61387	15294.17	  12
[-3,-7,4]	 0.61387	27816.88	  12
[-3,7,-4]	 0.61387	15294.17	  12
[3,-7,4]	 0.61387	15294.17	  12
[3,7,-4]	 0.61387	27816.88	  12
[7,-3,4]	 0.61387	15294.17	  12
[7,3,4] 	 0.61387	27816.88	  12
[-5,-3,-14]	 0.61311	  490.83	  12
[-5,3,-14]	 0.61311	   94.68	  12
[-3,-5,14]	 0.61311	  490.83	  12
[-3,5,-14]	 0.61311	   94.68	  12
[3,-5,14]	 0.61311	   94.68	  12
[3,5,-14]	 0.61311	  490.83	  12
[5,-3,14]	 0.61311	   94.68	  12
[5,3,14]	 0.61311	  490.83	  12
[-5,4,-12]	 0.61299	  378.72	  12
[-4,5,-12]	 0.61299	  378.72	  12
[-4,5,12]	 0.61299	  378.72	  12
[4,-5,-12]	 0.61299	  378.72	  12
[4,-5,12]	 0.61299	  378.72	  12
[5,-4,12]	 0.61299	  378.72	  12
[-5,4,12]	 0.61299	  378.72	  12
[5,-4,-12]	 0.61299	  378.72	  12
[-5,-1,-16]	 0.61286	  231.09	  12
[5,1,16]	 0.61286	  231.09	  12
[-1,-5,16]	 0.61286	  231.09	  12
[1,5,-16]	 0.61286	  231.09	  12
[-4,-1,-18]	 0.61224	   17.57	  12
[-1,-4,-18]	 0.61224	   17.57	  12
[1,4,18]	 0.61224	   17.57	  12
[4,1,18]	 0.61224	   17.57	  12
[-4,-1,18]	 0.61224	   17.57	  12
[-1,-4,18]	 0.61224	   17.57	  12
[1,4,-18]	 0.61224	   17.57	  12
[4,1,-18]	 0.61224	   17.57	  12
[-6,-4,-8]	 0.61164	 2578.90	  12
[-4,-6,8]	 0.61164	 2578.90	  12
[4,6,-8]	 0.61164	 2578.90	  12
[6,4,8] 	 0.61164	 2578.90	  12
[-6,4,8]	 0.61164	  241.73	  12
[-4,6,8]	 0.61164	  241.73	  12
[4,-6,-8]	 0.61164	  241.73	  12
[6,-4,-8]	 0.61164	  241.73	  12
[-7,-1,-9]	 0.61022	 7256.53	  12
[-5,-5,-9]	 0.61022	 2760.28	  12
[-5,-5,9]	 0.61022	 2760.28	  12
[-1,-7,-9]	 0.61022	 7256.53	  12
[-1,-7,9]	 0.61022	 7256.53	  12
[1,7,-9]	 0.61022	 7256.53	  12
[1,7,9] 	 0.61022	 7256.53	  12
[5,5,-9]	 0.61022	 2760.28	  12
[5,5,9] 	 0.61022	 2760.28	  12
[7,1,9] 	 0.61022	 7256.53	  12
[-7,-1,9]	 0.61022	 7256.53	  12
[7,1,-9]	 0.61022	 7256.53	  12
[-6,-5,-1]	 0.60889	 9491.68	  12
[-5,-6,1]	 0.60889	 9491.68	  12
[5,6,-1]	 0.60889	 9491.68	  12
[6,5,1] 	 0.60889	 9491.68	  12
[-6,5,1]	 0.60889	 7368.34	  12
[-5,6,1]	 0.60889	 7368.34	  12
[5,-6,-1]	 0.60889	 7368.34	  12
[6,-5,-1]	 0.60889	 7368.34	  12
[-1,-1,-21]	 0.60874	20358.68	  12
[1,1,21]	 0.60874	20358.68	  12
[-1,-1,21]	 0.60874	20358.68	  12
[1,1,-21]	 0.60874	20358.68	  12
[-3,-7,-5]	 0.60780	   53.64	  12
[3,7,5] 	 0.60780	   53.64	  12
[-7,-3,5]	 0.60780	   53.64	  12
[-7,3,5]	 0.60780	  420.59	  12
[-3,7,5]	 0.60780	  420.59	  12
[3,-7,-5]	 0.60780	  420.59	  12
[7,-3,-5]	 0.60780	  420.59	  12
[7,3,-5]	 0.60780	   53.64	  12
[-3,-2,-19]	 0.60742	 2525.40	  12
[3,2,19]	 0.60742	 2525.40	  12
[-3,2,19]	 0.60742	 1734.38	  12
[-2,-3,19]	 0.60742	 2525.40	  12
[-2,3,19]	 0.60742	 1734.38	  12
[2,-3,-19]	 0.60742	 1734.38	  12
[2,3,-19]	 0.60742	 2525.40	  12
[3,-2,-19]	 0.60742	 1734.38	  12
[-3,-3,-18]	 0.60724	 5173.47	  12
[-3,-3,18]	 0.60724	 5173.47	  12
[-3,3,-18]	 0.60724	 6606.96	   6
[-3,3,18]	 0.60724	 6606.96	   6
[3,-3,-18]	 0.60724	 6606.96	   6
[3,-3,18]	 0.60724	 6606.96	   6
[3,3,-18]	 0.60724	 5173.47	  12
[3,3,18]	 0.60724	 5173.47	  12
[-6,-5,2]	 0.60689	  169.39	  12
[-5,-6,-2]	 0.60689	  169.39	  12
[5,6,2] 	 0.60689	  169.39	  12
[6,5,-2]	 0.60689	  169.39	  12
[-6,5,-2]	 0.60689	   21.33	  12
[-5,6,-2]	 0.60689	   21.33	  12
[5,-6,2]	 0.60689	   21.33	  12
[6,-5,2]	 0.60689	   21.33	  12
[-7,-2,-8]	 0.60665	  240.88	  12
[-2,-7,8]	 0.60665	  240.88	  12
[2,7,-8]	 0.60665	  240.88	  12
[7,2,8] 	 0.60665	  240.88	  12
[-2,2,20]	 0.60627	   27.43	   6
[2,-2,-20]	 0.60627	   27.43	   6
[-4,-4,-15]	 0.60372	14698.83	  12
[4,4,15]	 0.60372	14698.83	  12
[-4,-4,15]	 0.60372	14698.83	  12
[4,4,-15]	 0.60372	14698.83	  12
[-7,0,-10]	 0.60261	36192.95	   6
[7,0,10]	 0.60261	36192.95	   6
[0,-7,10]	 0.60261	36192.95	   6
[0,7,-10]	 0.60261	36192.95	   6
[-6,-2,-13]	 0.60137	 1387.52	  12
[6,2,13]	 0.60137	 1387.52	  12
[-2,-6,13]	 0.60137	 1387.52	  12
[-2,6,13]	 0.60137	  617.86	  12
[2,-6,-13]	 0.60137	  617.86	  12
[2,6,-13]	 0.60137	 1387.52	  12
[-6,2,13]	 0.60137	  617.86	  12
[6,-2,-13]	 0.60137	  617.86	  12
